             JOBID PARTITION     NAME     USER  ACCOUNT ST       TIME  NODES NODELIST(REASON)
          51839295       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839294       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839292       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839291       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839290       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839289       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839287       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839286       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839285       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839284       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839282       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839281       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839280       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839279       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839277       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839276       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839275       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839274       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839272       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839271       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839270       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839269       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839267       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839266       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839265       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839264       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839262       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839261       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839260       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839259       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839257       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839256       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839255       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839254       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839252       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839251       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839250       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839249       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839247       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839246       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839245       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839244       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839242       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839241       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839240       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839238       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839236       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839234       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839233       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839232       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839231       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839229       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839228       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839227       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839226       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839224       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839223       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839222       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839221       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839220       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839219       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839218       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839217       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839216       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839215       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839214       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839213       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839212       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839211       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839210       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839209       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839208       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839207       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839206       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839205       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839204       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839203       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839202       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839201       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839200       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839199       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839198       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839197       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839196       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839195       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839194       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839193       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839192       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839191       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839190       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839189       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839188       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839187       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839186       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839185       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839184       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839183       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839182       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839181       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839180       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839179       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839178       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839177       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839176       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839175       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839174       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839173       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839172       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839171       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839170       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839169       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839168       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839167       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839166       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839165       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839164       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839163       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839162       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839161       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839160       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839159       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839158       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839157       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839156       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839155       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839154       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839153       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839152       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839151       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839150       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839149       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839148       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839147       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839146       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839145       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839144       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839143       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839142       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839141       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839140       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839139       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839138       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839137       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839136       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839135       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839134       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839133       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839132       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839131       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839130       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839129       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839128       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839127       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839126       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839125       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839124       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839123       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839122       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839121       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839120       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839119       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839118       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839117       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839116       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839115       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839114       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839113       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839112       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839111       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839110       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839109       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839108       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839107       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839106       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839105       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839104       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839103       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839102       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
          51839101       gpu neuronep   ronsun  forger0 PD       0:00      1 (AssocGrpGRES)
